hg_stock_id
HGFA000164B5BE5F4AC291A1C282E61AF42E
HGFA001626104040460680AA201C205EDEE2
HGFA001D54A7CA764029B1AB776DB82D7407
HGFA002BCF3BFEEE4113BBB4F6A68E2C3EE1
HGFA002E1B705DA8432598A9BA1F15FAA059
HGFA0034DDD829874CC091E4C63893BBAE1A
HGFA0056E34E9184431E9B107112DB635D3C
HGFA005C551B5AFB44BAAE45E42146D93DFE
HGFA00632BAF0AB04A0AB72E6DC6C72E5259
HGFA0066EFB71F1F4EC49B4FC0CA223007C8
HGFA006C24C69F7C46E8AC58061CDACD69D4
HGFA007485B23A104F51B0BDAD0231A1FDBD
HGFA007FDB0CC2474D319387FA0CFDD1FDE0
HGFA008F37E3FE044CE986C359704E949A7F
HGFA009B09963DC74C26B9B2290022BEF81D
HGFA00A89D5CEE0C4DA290233285B4C9D647
HGFA00C6C3FA1BE44F878352883449CC1578
HGFA00DD70BA3F1E4A4496ADBA6A59BF9634
HGFA012C44E77218457294657152AADDF69B
HGFA012E09634A554FE58351D37638FF46AD
HGFA0135DD44633A4659924EC6E587899569
HGFA01448C5DC1DA4985B58B4F2B55C47701
HGFA014664E6FF904EAEA4E1032B265E0A86
HGFA0148B7AC81694B5F9E147C9C3083CD55
HGFA016178C5B54A49B9A0E963EF7FD68C91
HGFA017713446A954568AE2B3DEB8421D4C1
HGFA018266B200E94F408401BEA3638F7EE4
HGFA019ED3C55F194E09B471D55E2F97B653
HGFA01A534A8C32A453A9F78933D96E9B02F
HGFA01AEE459270444139E4D7646690E2882
HGFA01B12D2FD52E41B0A798DA5A3A0F2855
HGFA01CADAA79D8B48F4B11A86F5D7A63EC2
HGFA01CECAFA059F498DB809D31D8EEAA8C9
HGFA01E7AAF99A3A4383BE692F981E50C529
HGFA01EA2DFD50C64D908E987877DD208B2B
HGFA01F39F480B0C46C29F408B80DA42E267
HGFA01F7DD6F951847E5BB4880FF2DEF0610
HGFA022D421A36E34A92BBD51CDABF79D708
HGFA0236AC1AF33E418DAC7F67DAB9FF2394
HGFA02378CF398FC4FE08CF175E125D19DF5
HGFA0240DDB2F6304BB18D4A85C5B67FFD9A
HGFA0250129A2ED84165A08E7427E0D83BE6
HGFA0251FDBE2A6241A19041AA374A7D692B
HGFA0256A6F598B54CECA1D595E8996F7FD1
HGFA027E5F47E285458EA59C160B06E14092
HGFA0288DBC490C34085B2B6838AA5654C0D
HGFA028BE256CD234D93BC50CA0865A04EFE
HGFA028DAE15105540109BF1AE1B227719F5
HGFA029BC17F4CA74D168F4A22761A8A9A3C
HGFA02AC666302CF4A36A743412A68A25634
HGFA02BA077BF98D4BAB99CB4AFA7ED8F960
HGFA02CE4F2FE1D84E4BAD36DE95D248C70E
HGFA02D74C911CC24AB6A64F2321BC63BA6D
HGFA02D7B4DB79F9428A8B850596FF7DBD56
HGFA02DABF6AC7D54BF3977088784C02BFB6
HGFA02F1DF97C3F746108A9DBA7C1EE7DB84
HGFA02F54A142FE24C868EE8327D7924D675
HGFA0300017959D345699BE7C28561D40EB3
HGFA03099AD03C3044D580C7E13D77805CCA
HGFA031546C3255744A882DB4BBFD3CD3AE8
HGFA031E4815AC87421E89BFC1099ECEBDD4
HGFA0335DA3D771D4DD6BF1D38421AC0AB4B
HGFA033A6752E5284C27BCB1E3011F8C118B
HGFA036BBCE460C247F6AB372FE95ECE09C6
HGFA03889B519C2D4CB7B2A00DFACF187FB9
HGFA038C1F428EC74F03AFF542EFB45D68F0
HGFA039066A15B714EFB9EE04D6DD54BBB13
HGFA03AA6C349D9A4A73ABF72D827286BB92
HGFA03C6D5C44E9949C88CDC88D99BBF2E19
HGFA03CB2EAA448147069445BD1E48D63946
HGFA03D3D66F259A4F7C9C13B1B2ADBCBE45
HGFA03E53CBD7A0D439EB52A6D4A19A6DD81
HGFA03EA8B5CFDDB4033887998725E0FABB1
HGFA03ED5FCF123C40BB98264E4A2A1916EE
HGFA03F06E6814AB4D81BE781E29C2484E11
HGFA03F4B61169444E96A720E2798A10C563
HGFA041D2DD47DD94871AD2FB7ED54CEE7E8
HGFA043ADCCF483A4BA4BDEE1436D437EF64
HGFA043B71565AEF44EEB5C5AAC3AC97F4DE
HGFA044D1B2E03394421A5860524721F7CD6
HGFA04533498781A433E8D8F834BFA6516A2
HGFA045D258126E34E36BEF9046034E585D3
HGFA04670750577D4B96A6E0E951BAB45645
HGFA047B93F8E0E34C06BEDFBDFB67BA1D53
HGFA049970A1D0114CABBC22236385B5466E
HGFA049F09BC267B42A0BADCF0F88D3971BC
HGFA04B4DEE84940487788CC213C1AFFCE69
HGFA04C26166A5CE4D878484DE43C0340D24
HGFA04CDAAE1E43B4652B7A206CF689B4597
HGFA04D7513564CF4C56AB721C7C427343EF
HGFA04E07EAB0FD64C3FBC16D35FD3BFA5F5
HGFA04E1EF07B7DD4C89B530528A851343B9
HGFA04E932BCE9524ADDAF8B886F786840E4
HGFA04F34274CF154E69ADAC348B3750EE3A
HGFA04F5089072E948BAABAB2FEB198C9433
HGFA04FEB4C495644E4789A75D7224988BB4
HGFA050E71A5D35D4DFBB472FE09E5C53721
HGFA051ECBADFE334C09833F71D260282604
HGFA054B371DE0104B4FA165FF4573B5100F
HGFA0561AA341BF24E5EB560C82442ADA6DF
HGFA057F60A7FCC04452B195E3BA4A188D78
HGFA0584FC3430CF420CB86A5D7C9BF5C792
HGFA058F9BDFC63749589192DF9B9DC45DDC
HGFA05982F46663D4990B70962E27B6FFA34
HGFA05BE78EA94B64A56A2D7AD21D9E2A8D9
HGFA05E09ADA7BEE4B209176D7F4F32F6B4E
HGFA05E9DEDC8F0849CF9227A0F236B26D06
HGFA05F7AA3B72A449518F25CA50148D3D27
HGFA05FF7B6F931E49A095575413B93CE92E
HGFA0613C44308E14724807A77B370577144
HGFA0648B13D8EEF43238E5A5A0F0722FB7F
HGFA06582B5396EA4F4799033FB167ACFCA6
HGFA0659C115CEFB4DD280BF94A87E7F19C8
HGFA065A3C7E665E4944BF9D2A1882B02588
HGFA06626EBA27BF452E82285BAF3C5C7A18
HGFA06712110EEC94D808288559421F634F5
HGFA06712742048148F088FC725C83BE42CB
HGFA0679BF0BE0814578A6C355791DF9E528
HGFA067D1849EEB64FACB16F09595BD8E825
HGFA0682EB3EE7AB4ACF8EFB05EE92D9FE72
HGFA06964F0D351448ECB1F76421467F7BFE
HGFA06988A98C5224970AC3F40C6AF68F075
HGFA06A48D2D86F44EC79D9B00CC6AB48614
HGFA06B398D2448E4197BBD2E7FEBF11159D
HGFA06DD9578DDA14D32AA1BEF610CA18474
HGFA06E7A8B4003E481AB1D8E55BBA76EC31
HGFA06ECF91CC27C4B3B894000592E53CECD
HGFA06F1A48CC1274CD08666EE78BD9253DA
HGFA06FEF81476A049EABAB9C4B289080F72
HGFA0715C486DBA34571B019340683F2C913
HGFA071CA87F504349DCA071461B075859A8
HGFA07277C1BBB4047839A6BD8CDB63C3EC3
HGFA0732AE6413BD486D97599C7FD72FADDD
HGFA07425FE0616340869EAB2904CED46563
HGFA0755DB18CAA449319C7A56FF2A600AEB
HGFA0764443B25C84AC48BEF1400CDD32712
HGFA07753BD56EA445DB984823FCF6E3941B
HGFA0783B98324FD436089B488A29C5337F8
HGFA0790878BECB548F49BE36B206FB5563C
HGFA0797D0A6F5AE44539127237A80C2C247
HGFA079BC1AC553049ACA7C8A37839356F80
HGFA07D2A973A10147569FB9BA0D4CE9DD40
HGFA081CF01B6AE943D6A361A1BE1CE42DBE
HGFA082E3143BF7C430991124192072667D5
HGFA0830EC1EFAAC43E5899965F70E557353
HGFA083B52C7C07D49C0A063A4F543D9FB62
HGFA083E8F47F08A485EB39B4B09A0158E98
HGFA0844B5080D3C4EE6A671776BF0A5AE5F
HGFA085B178E2798466F9DBC1371FA6FCEE6
HGFA0862FC624A1E439BAC7CD5EF7C5E44CC
HGFA086A66EAB6EE41DCBC6D018F324D9C54
HGFA086B0C3BF85E4BB8B7CCF00DED818CDE
HGFA08704E054726400F86696D2DE8483D1C
HGFA087E6D0AE6A444139A60CCE97B6ED94D
